PLACE ID ,RAZAOSOCIAL
INVALID,POSTO DE SERVICO COTE DAZUR LTDA
ChIJ91cmSYDAyJQRuCByNwitDA4,AUTO POSTO COMERCIO PETROLEO BRASIL 2003 LTDA
INVALID,POSTO DE SERVICOS CCS LTDA
ChIJa6NVGim9HpURlbStKBgEpZ8,POSTO DE SERVICO JARDIM AMERICA LTDA
ChIJ76tpSZb4zpQRG71vUbIIUQU,POSTO JAGUARE LTDA
INVALID,PAPA 8 SERVICOS AUTOMOTIVOS LTDA
INVALID,AUTO POSTO ABV LTDA
ChIJQeHvdQlZzpQRsgAs0QuIhWM,CAMBUCI AUTO POSTO LIMITADA
ChIJMSUZkblPzpQRQij6EiMLbN0,TONINHO TRINTA AUTO POSTO LTDA
ChIJ9QfXwSH2zpQRTDcrUNOvgIA,AUTO POSTO LUTAIF LTDA
ChIJ-ZlZKG1azpQRxbgYphnAaYc,AUTO POSTO CASA GRANDE LTDA
ChIJv3G660tbzpQRu0vEYndynhg,MASH-POSTOS E SERVICOS LTDA
ChIJXYdIVuZQzpQRv3tW9K81rnw,GIBRALTAR GASOLINAS E SERVICOS AUTOMATIVOS LTDA
ChIJ3x1QZh1czpQRxJZ4nTa8Sbc,AUTO POSTO ALBANO LTDA
ChIJ84eL7P3ax5QRwJ6T5OFLC0g,AUTO POSTO XURUNGA LTDA.
ChIJ6UEeAP5pzpQRdelUcJJiPBw,AUTO POSTO JARDIM DO ESTADIO LTDA
INVALID,JOAO CARLOS ALTIERI  POSTO DE GAZOLINA
ChIJwTXHKE115JQRSvurxuarnOo,GM GEMELLI COMBUSTIVEIS E CONVENIENCIA LTDA
ChIJI5goCYdnv5QR2LNk4T4GaOU,POSTO DA BASE BAURU LTDA
ChIJffFrWtRYlpQR2Y7D3pwY2FM,AUTO POSTO GUARARAPES LTDA
INVALID,AUTO POSTO G5 LTDA - EPP.
ChIJB1pWGBWSyJQRPOnd3_j-1uE,COOPERATIVA DOS PLANTADORES CANA DO ESTADO DE SAO PAULO
INVALID,AUTO POSTO 4R LTDA.
ChIJuxjQxqxDBQcR4TzUrQYcOXA,AUTO POSTO SIRIRI LTDA
INVALID,AUTO POSTO SANTO EDUARDO LTDA
ChIJY_R59M6JzJQRdCf79z_tE0c,SCOFANO & SCOFANO LTDA
ChIJpXq-2VnJxZQRvPS-VUp4eWY,SIQUELERO AUTO POSTO LTDA
ChIJoX5aiz1hv5QRg92Ij6iLN2s,AUTO POSTO PETRO NACOES BAURU LTDA
ChIJe-mmIDT1zpQRZKYku0kzYk4,AUTO POSTO BOM CLIMA LTDA
ChIJd1V7Xl_1zpQRBMzjsx8sKaU,AUTO POSTO CARROSSEL LTDA
INVALID,MARPA COMERCIAL LTDA - ME
ChIJ6batOMTnoAARmkIxvAgb0WY,POSTO ALVORADA DA SERRA LTDA
ChIJAfnZjFbIvAARNRD6_PWEyFs,POSTO RIO BAHIA DE MURIAE LTDA
INVALID,SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA
ChIJb1dl4v3CrAcRt-_ZHuRtZl8,POSTO DE COMBUSTIVEIS COSTA DO SOL LTDA - EPP
ChIJfxOoCKCxuQARvCvri34jwB8,POSTO IRMAOS KROHLING LTDA
ChIJNw5TFkp8twARWkm03Dolc4M,POSTO FERRARI SANTA TERESA LTDA
ChIJmzc9JdtnowARYreb1bYcEwI,AUTO POSTO CACULA LTDA.
ChIJx_X-QHmXd5MRH6YQyjET4bA,AUTO POSTO SERRANO LTDA
 ChIJHSM9RyOXpgARYbC5z1JUIFQ,POSTO DOM BOSCO LTDA
ChIJR4pPK8nzoJMR18DlgwZDOOE,AUTO POSTO TIBIRISSA III LTDA
ChIJ6a1ciMOQpgARfE3ktHaigs4,COMBUSTIVEIS VALADARES LTDA
ChIJAzYNxaT5zJQR8FXQbh13USA,MARECHAL TAUBATE AUTO POSTO LTDA
ChIJ97Cpy503FAcRLweGLmpPRAs,POSTO KALILANDIA LTDA
ChIJ0ekhjP9fz5QRWuZtZ_l2KPc,CABRERA AUTO POSTO LTDA
ChIJO1yRJgU-FgcRMChIPnwwk4Q,WF COMERCIAL DE PETROLEO LIMITADA
ChIJ0To6s403FAcR9fcZsU-o_V8,POSTO KALILANDIA LTDA
ChIJ6SD0AmlGxwcRHGhDHGJY13k,AUTO POSTO TIGRAO LTDA
ChIJfYn3HGeLxZQRPRJnwV3lTK8,LUANA AUTO POSTO LTDA.
ChIJmaBOzAxUAQcR3lonsqClgfI,MAXI POSTO ECOLOGICO LTDA
INVALID,ARCO VERDE COM. E SERV. DE COMB. E LUBRIFICANTES LTDA.
ChIJ2_Z0e5XDUpMRer4EF_PeW6E,JAIME DA CRUZ RODRIGUES
INVALID,POSTO CHAPADAO COMBUSTIVEIS E LUBRIFICANTES LTDA
ChIJic9FASBJxwcRsYfX3yL66xE,SOBRAL & PALACIO PETROLEO LTDA
ChIJMZrTWBpzGJURbqOv0FpnAIE,POSTO DE ABASTECIMENTO ROTA DO MAR LTDA
ChIJbQJdnZveyJQR_9O69kJqQj8,TOMASINI & PAVAN LTDA
INVALID,IRMAOS COLOCO LTDA
ChIJ27r_nwvPyJQR2V6PBYwRhDM,POSTO ANDORINHAS LTDA
INVALID,COMÃ‰RCIO DE COMBUSTÃVEIS LUVANOR LTDA.
ChIJ00j3Xi9rlpQRJFuZ5HElwXU,POSTO NOVE DE JULHO BIRIGUI LTDA
ChIJm27Fz63hxZQR4JGLJ3uLr08,AUTO POSTO GARPELLI LTDA.
 ChIJgV6MUZxdz5QReCQEQky1lpc,AUTO POSTO  3 W LTDA
ChIJrQzKLvLFyJQRuI3-p3_aUxg,POSTO AVENIDA NOSSA SENHORA DE FATIMA CAMPINAS LTDA
ChIJHbv1gG3YnQARhhMTxAinTn8,AUTO POSTO GEREMIAS LTDA
INVALID,AUTO POSTO SUPER LTDA
INVALID,POSTO DE GASOLINA BOA VIAGEM DE FRIBURGO LTDA
INVALID,AUTO POSTO BOA SORTE LTDA
ChIJvxGkeumD6pQREFZN1HgPX2g,VELOSO COMERCIO DE COMBUSTIVEIS LTDA
ChIJ5Rzql-OFrAcRLznktRHf2B0,ALBUQUERQUE PNEUS LTDA
ChIJ5Rzql-OFrAcRLznktRHf2B0,ALBUQUERQUE PNEUS LTDA
ChIJ9ehlOob-3JQR5m_JtYvGM_o,AUTO POSTO CAXIMBA LTDA
ChIJT-VtDWsPlwARPPl86aVOOYY,POSTO ESTRELA DO MAR LTDA
ChIJBYluVLiZpgARHQXgBQ_bXts,POSTO WILSON PIAZZA LTDA
ChIJ1aY2oeXIzJQRQ64ZqHTHkH4,AUTO POSTO MALERBA LTDA
INVALID,AUTO POSTO SÃƒO BERNARDO LTDA.
ChIJvxI6oay6x5QRANHl66Udfqg,AUTO POSTO FORASTEIRO LTDA
INVALID,AUTO POSTO POLE POSITION LTDA
ChIJJboBjKFDzpQRO9gM3Sfoy_8,AUTO POSTO JORDANOPOLIS LTDA
ChIJR25Mtqkyz5QRuEe61gosirI,CENTRO COMERCIAL VENETO LTDA
ChIJSyVmNy10lJQR5_2rZqHGWKE,POSTO PINHEIRO DE REGENTE FEIJO LTDA.
ChIJeRap7GCNHZURIf-NeDwlahc,ITAMAR TREVISAN - ME
INVALID,COMERCIO DE COMBUSTIVEIS SARDENHA LTDA
INVALID,AUTO POSTO ESTAÃ‡ÃƒO ANCHIETA LTDA.
INVALID,CITY CANTAREIRA AUTO POSTO LTDA
INVALID,POSTO TREVO DE OGIVA LTDA.
ChIJPYgDxZacmAARJY-eJFBXLGQ,POSTO SETE ANOES LTDA
ChIJxTUAZmxmmQARwKLrGTP8Noo,AUTO POSTO SANTORINI LTDA.
INVALID,"CARAJAS COMERCIO E DISTRIBUIDORA DE MAQUINAS, VEICULOS E COMBUSTIVEIS LTDA"
ChIJHSCRrUvGy5QRl_3AiQFr_Zw,POSTO NOVA MINAS EIRELI
ChIJBflLsPFDPgcRNSkuRJzM0z8,ORGANIZACAO GUAIBIM LTDA
ChIJ8XF4oSXcFAcR8ytoBixnX2U,POSTO ALTO  DA SANTA RITA LTDA
ChIJp6nFO4OVuZQR2x69uBJJMT8,POSTO AMERICA DE RIBEIRAO LTDA
ChIJh94hYVvHuZQRf2_RZiUdCFg,P V BANDEIRANTES COMERCIO DE COMBUSTIVEIS LTDA
INVALID,COSTA BISCAIA & CIA LTDA.
ChIJj_JN8xTqWAcRWQwgoVV24Ts,AUTO POSTO PRECIOSO DO OESTE LTDA.
ChIJoUCDRnVazpQRA2w1uIK-vfI,PORTO ALEGRE COMERCIO DE COMBUSTIVEIS LTDA
INVALID,PRIME AUTO POSTO LTDA.
ChIJX3wI9xDLA5URhg-mlopKrSk,A.L.P.- COMERCIO DE COMBUSTIVEIS LTDA
INVALID,EDU COMERCIO DE COMBUSTIVEIS LTDA
ChIJeWwtg4QzxZQR3TgbNjp7MJM,AUTO POSTO GIOCAR LTDA
INVALID,AUTO POSTO SETE LTDA
ChIJ3XWy8e34zJQRk9WNrQlHX70,AUTO POSTO LIDER TAUBATE LTDA
ChIJPy9CWW7IwZQR8O9LOxwtJvQ,GD CARLOPOLIS COMERCIO DE COMBUSTIVEIS LTDA
ChIJY-JwCeT0XpMRzprbopXP1XU,GOIÃS ABASTECIMENTO DE AERONAVE LTDA.
ChIJ-wU_rvUeuJQRFf_oAbiCz0s,AUTO POSTO FELL LTDA
ChIJR5jt5HFDzpQRGnXCxB9hpwQ,ABD COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA
ChIJIa0twnSvvZQRfexMi9enekU,POSTO MATINHA COMBUSTIVEIS MIRASSOL LTDA
INVALID,AUTO POSTO NOVA ESTACAO DO PESSEGO LTDA
ChIJF48364DQPgcRFbtXXTVS8bc,ALOISIO BRITO DE SANTANA
ChIJK3yrgzQxxpQRN2IR7UO2pMA,POSTO J.S. CALDEIRA LTDA.
ChIJy0iHY1D0xZIRGpPD-TwnWpo,AUTO POSTO NOVA ACAILANDIA LTDA
INVALID,FORMULA 1 COMERCIO DE COMBUSTIVEIS LTDA
ChIJz0aPcRA-FgcRSiMu1ji9C74,POSTO KALILANDIA LTDA
INVALID,POSTO SAO MIGUEL ARCANJO LTDA
INVALID,COMERCIAL DE COMBUSTIVEIS TAMANDARE LTDA
INVALID,AUTO POSTO FERES MACIELLO LTDA
ChIJ60nEzJeyEQcRIZUmEO_Y67A,AUTO POSTO TOBIAS LTDA
ChIJ8_pMhN5nmQARC6e3eei0xe8,POSTO PORTAL DA POSSE LTDA.
INVALID,CENTRO AUTOMOTIVO HUMAITA LTDA
ChIJrVSzuezfmwAR3Q3H9_Wz42Q,POSTO DE GASOLINA DAS MENINAS LTDA
ChIJLygNggTB4JQRhd3Gjlm8zIQ,CESCA & CIA LTDA
INVALID,OMENA & VIEIRA LTDA
ChIJRz0Pk4pwcwcRDxBkyIj4YQo,DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJc0InqwoX6JQRkfTcVSteUvs,AUTO POSTO SEIS PRIMOS LTDA
ChIJFbaFE-p3zpQRk5rC_dNuNE0,WALBRAX MOGI AUTO CENTER LTDA
ChIJ69k3baensQARfuKT9QvujQA,SERRA & SENNA COMERCIO DE COMBUSTIVEIS LTDA
ChIJiUkazvPKEZUR1K1UooBW0R4,COQUEIRO COMBUSTIVEIS E SERVICOS LTDA
ChIJ4wFLO7GQ85QRXCHIENljgsI,AUTO POSTO HORIZONTE AZUL LTDA
ChIJATxDEBcF9JQRl9Gt54EoeEQ,B F TONIN & CIA LTDA
ChIJ4844mdtUHJURKPWT2R5wXXc,COMERCIO DE COMBUSTIVEIS BOCCHI LTDA
ChIJJ0PFFJZ5yJQRSJ5pzK034Lw,POSTO 7 ARARAS LTDA
ChIJ-f53dnLspgARrk6wpZLBxZ8,POSTO RETIRO DOS BANDEIRANTES LTDA
INVALID,MACTRA COMÃ‰RCIO DE COMBUSTÃVEIS E LUBRIFICANTES LTDA.
ChIJuSgbCEeWfpQRqMsruqVE_8o,AUTO POSTO ARARA AZUL LTDA
ChIJVYzpFwChypQRAz4aclyWl1I,AUTO POSTO ARCANJO MIGUEL II LTDA. - EPP
ChIJw1eD-20aGZURH7ZaCXAFz-c,ABASTECEDORA ALBERNAZ LTDA - EPP
INVALID,C.R.M. COMBUSTIVEIS LTDA
ChIJtekzp7Sqz5QRZCMXp9leLZE,PORTAL DA GRANJA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
ChIJA8RwYJ2eGZURw4o-lv_Ry-Y,ABASTECEDORA ABM LTDA
ChIJFcBhIAVd65QRgWa-p8eLquM,COMERCIO DE COMBUSTIVEIS CASARIN LTDA
INVALID,BOITUVA COMERCIO DE COMBUSTIVEIS LTDA
ChIJFxhyzFY3u5IRmVS-loB5zUc,POSTO ACARA VIP EIRELI - ME
ChIJJUCN_CXwpgARe09Y5hv_tAw,POSTO VIA ESMERALDAS LTDA
ChIJ3_MuyDT2XpMRhQ5g6DBkogo,AUTO POSTO FORTES LTDA
INVALID,CENTRO AUTOMOTIVO JARDIM MARAJOARA LTDA
ChIJlYF2Cv_GpgAR1emR7Zkui6c,POSTO SARZEDO III LTDA
ChIJ6xnydi3aX5IRnKy0w4mtw9I,I. S. BARBOSA ITB LTDA - ME
ChIJ-9nDQhiNyJQRTvTT119ttn4,AUTO POSTO ROMA SACCHI LTDA
ChIJm70ckCfCpgARCOi4BQ-K7MQ,POSTO ARTHUR TRINDADE LTDA
INVALID,CENTRO DE COMBUSTIVEIS VERONA LTDA
ChIJj1pKGgf5zJQR7A21hM7aAvE,AUTO POSTO LINCE DO VALE LTDA
ChIJ28w5ttTk3JQRU7l-fWb0vkE,KS COMERCIO DE COMBUSTIVEL E CONVENIENCIA LTDA
ChIJY4jyCthwSpMRQFNc4IXHDaw,POSTO DE COMBUSTIVEL CIDADE UNIVERSITARIA LTDA
ChIJxT_URRU9qwcRTfPB2pzP5y8,ALBUQUERQUE PNEUS LTDA
INVALID,ECO POSTO PARK DO IMBIRUSSU LTDA
ChIJR7_anAc7RgcRx11IIXovMu4,ST COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
ChIJPRmgyqVPXpMRENU2JyykzI0,POSTO Z+Z SANTA MARTA LTDA
ChIJBZDTMkqUpgARisG1VC7xuig,LB COMERCIO DE PETROLEO EIRELI
ChIJK0UrU5HU85QRiUlNJaiu0Dc,COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES PERIOLO LTDA
ChIJpROP6rjW85QRG_idZOOsnAY,AUTO POSTO SANTO ONOFRE LTDA
ChIJ-VvY-uRpFgcRXPVtOsp5z1o,PORTAL DE ITAPUA COMERCIO E SERVICOS LTDA
ChIJdVjJ9skUlpQRRZOaKeQZLCc,REDE BRISAS PREMIUM COMERCIO DE COMBUSTIVEIS LTDA
ChIJIz8CM-XcypQR3OKvouqWHFg,POSTO NOVA ALIANCA EIRELI
ChIJQR-7bkc5NgcRQJJjpxI207I,POSTO RIO DA PRATA COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJ13GjaAxmpJIRgdStlPJtDdE,POSTO ILHA DO OUTEIRO LTDA.
ChIJt74YLAGwuAcRz1rh9mPUNtU,Y BATISTA CORREIA COMERCIO DE COMBUSTIVEIS LTDA
ChIJX5oBFOnX2pQRbt4Cgfp04IQ,POSTO ONGARATO LTDA
ChIJqQlNbXPj3JQRurk1qMuBQCc,AUTO POSTO COLOSSAL MERCES LTDA
ChIJZ6Kp9KPMA5URPNc849fxqHY,J.A. COMERCIO DE COMBUSTIVEIS LTDA
ChIJm2vi9X10mQARqR8c3PzoPNs,AUTO POSTO CAMINHONEIRO LTDA
ChIJUywQwQlwGZURYhxLmjZtqCc,SIM REDE DE POSTOS LTDA
ChIJP6nPNLWVtwAROmNyYAvcXSc,POSTO DE COMBUSTIVEIS IBIRACU LTDA
ChIJx1fnZOTdpgARqXTaXBHbovc,POSTO VIANOPOLIS LTDA
ChIJ9UVDktRfpJIRbX2v2gpICTU,AGUIA COMERCIO DE COMBUSTIVEIS LTDA
ChIJ9_jTcfL7XpMRmfPeqnLEaXI,AUTO POSTO NORTE SUL LTDA
 ChIJsW_H-TbdrAcRpDHtM6U64pM,POSTO 99 COMERCIAL DE COMBUSTIVEIS LTDA
ChIJAQ7hBdN1tZQRa97gWml8jHs,AUTO POSTO SANTO PADRE VICTOR LTDA
ChIJVw5RiSAAz5QRH0pWVsREzKI,SANTO AGOSTINHO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
ChIJh0pCxcq3BpMRFGi3rGDe_5I,AUTO POSTO BOHN LTDA
ChIJ0dd-cBiNpgARqMszuGcMrPY,GIRASSOL POSTO DE COMBUSTIVEL LTDA
ChIJr5giOxL3tZQRYpNHzfKznVU,AUTO POSTO SAO RAFAEL DE ALFENAS LTDA
ChIJN4UfPrtdFgcRGvdXg6hsulU,CALMON DE PASSOS COMERCIO DE COMBUSTIVEIS LTDA
ChIJbVqxD1dAGZURn2_rNvqLLiw,C3S COMERCIO DE COMBUSTIVEIS EIRELI
ChIJg3SvbJ-YuAcR-0V1jL4S7Eg,POSTO BASTOS LTDA
ChIJo8jR7i3imwAR-vLgRt6YO0s,AUTO POSTO VISUAL DA BRASIL LTDA.
INVALID,SAO MIGUEL PETROLEO LTDA.
ChIJYQ4F5uaj7JQRg0gXiMlO5PI,POSTO ARAPONGAS COMERCIO DE COMBUSTIVEIS LTDA
ChIJg84QqLOItJQRs1v3uN9QjuM,POSTO SANTA EDWIGES PETROLEO LTDA
ChIJDw9nUTGBp5MRlHqVLpAbi60,AUTO POSTO ALPHA LTDA
ChIJl7-AIrfJogAR7O37Gu7oUOc,COMERCIO DE COMBUSTIVEIS 3 D DE LEOPOLDINA LTDA
ChIJazwuR1XDmQAR59roRW9FW34,POSTO DE COMBUSTVEIS ADM AMIGAO LTDA
 ChIJhwKecvya25QRXoso1L6OCTk,POSTO MAHLE SANTA RITA LTDA
ChIJJYHThGJpzpQR8lg_AR8uYOs,AUTO POSTO JUTA LTDA
ChIJK-sCf36gOQcROAK_5cXRVG0,R VILELLA CAMARA FERREIRA GUARILHA AUTO POSTO DE COMBUSTIVEIS
ChIJ7dvftXasnZMR9XFPVKo_A_c,MJJ COMERCIO DE COMBUSTIVEIS LTDA
ChIJWc-ntfS_pgARqO3J8DWNUqg,POSTO AQUI ALVARENGA PEIXOTO LTDA
ChIJNSOhRE01vwcRCdj_IrpsxEI,ALEXANDRE SOUZA DA COSTA COMBUSTIVEIS
ChIJnZIlaBipPwcRiAM-mlO6Wn4,D & R AUTO POSTO DE COMBUSTIVEIS LTDA
ChIJOZaHpK6WoAcR-0EXqtOgd9I,WENDELL ANDRADE LIMA EIRELI
ChIJVVlTS_VLRAcR1SwJJB7EiUg,R J COMERCIO DE COMBUSTIVEL E LUBRIFICANTES LTDA
ChIJQX7jtLoPiZIRPzATSHm35g0,PETROLEUM DERIVADOS DE PETROLEO LTDA
ChIJvaJnb6MibJIRZpd-Uz9XyqE,PODIUM COMERCIO DE PNEUS AUTO CENTER LTDA
ChIJATB9djSzvZQRDTUSzW4dKtQ,POSTO MONTE CARLO ARTHUR NONATO LTDA
INVALID,MACK XV COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJa4Id7YVNxwcRX3kHEjRiDlY,M C CARVALHO COMBUSTIVEL LTDA
ChIJReg9iKrl-pQRaIVjJTVQgHk,ABASTECEDORA FAE LTDA
ChIJs7cBk05diAcRbWSfZpsWmFM,AUTOPOSTO CONFIANCA V LTDA.
ChIJO3UvjQXVvgcR49Pu85RnO9I,POSTO TRIANGULO COMERCIO DE COMBUSTIVES LTDA
INVALID,POSTO DAS FLORES LTDA
ChIJK7-6AWVZzpQRrwDGzGyg3WY,CENTRO AUTOMOTIVO DUBAI LTDA
ChIJ3Y8UAbTKSpMRsq80MopmV5Y,BARREIRAS III POSTO DE COMBUSTIVEIS LTDA
ChIJyXISSlmnyZQRgGxe2ooVqso,COMERCIO DE COMBUSTIVEIS NOVA ALIANCA JACUTINGA II LTDA
ChIJMVnILaxm6JQReDavK7X6XXY,DUNAPETROL COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJ2zx7SMrVRAcRsg5BETl31Tw,ARM DERIVADOS DE PETROLEO LTDA
ChIJFUq0ayXLSpMRqdFHJG_1zg0,MAX BARREIRAS POSTO DE COMBUSTIVEIS LTDA
INVALID,VAQUINHA DA NEVADA LTDA
ChIJJUGHmX4KOQcRQLc7MT7DOHI,REVISE AVIATION ILHEUS LTDA
INVALID,X3 COMBUSTIVEIS LTDA
INVALID,COMBUSTIVEL DEL REI LTDA
ChIJL2ETx-XvzJQRc9IGk6EY3wE,TENDA ATACADO SA
ChIJY-vI8hBGGZURavMOybGGPew,WENDLING COMERCIO DE COMBUSTIVEIS LTDA
INVALID,COMBUSTIVEL JOSE BONIFACIO LTDA
ChIJu-uNoxQaHJURoVkLie_D-4g,SANDER COMERCIO DE COMBUSTIVEIS LTDA
ChIJz5i3lTNgoQARBxHaqsqXqO8,LAFAIETE COMBUSTIVEIS LTDA
ChIJ2S20hoqVagcRzQZQk28bEp4,REDE DOM PEDRO DE POSTOS LTDA.
INVALID,C.R. DO NASCIMENTO & CIA LTDA
ChIJPy11_rfvt5QR-eHKILxChyQ,ALVES & ALVES COMERCIO DE COMBUSTIVEIS LTDA.
ChIJ0ZP9_3G1uQARQW6Ivl5eQ-w,AUTO POSTO SCHUENG LTDA
INVALID,AUTO POSTO AMA LTDA
ChIJjfjyM0NXuAAReBNRT6Gi6j0,GUARAPARI COMBUSTIVEIS LTDA
ChIJdYHZjWL1EAcR67T4xZMt498,J.A. DERIVADOS DE PETROLEO LTDA
ChIJTw7jfAoRFgcRMWnVHW5GBXw,VITORIA COMERCIO DE COMBUSTIVEIS E SERVICOS DE LAVAGEM LTDA
ChIJ1RnybgArWpMRScZb4wQgkXw,POSTO DE COMBUSTIVEL RANIA LTDA
ChIJKe-HFBKzpgAR4SQ7vRQ5UWc,MORAIS E CIA LTDA
ChIJKQVfJQHm8ZQROKoYiq9Ou3Q,PANDA AUTO POSTO LTDA
INVALID,PWIEDADE OPERACOES S.A.
ChIJP62Ie1E4FAcRFX0TCpEWe68,M F DE SOUZA DERIVADOS DE PETROLEO LTDA
ChIJlYzFN36zBgcRjbBO7lPF3l4,AUTO POSTO JVR LTDA
ChIJD2MpZGGiUJMRMTNc_a5wNaE,GONTIJO REVENDA DE COMBUSTIVEIS LTDA
ChIJmxege9UNWJIRfsNjH8EhmMg,AUTO POSTO MAIS LTDA
INVALID,POSTO DE COMBUSTIVEL RANIA LTDA
ChIJRY5uu-mMDQcR7i-_RaFRatM,POSTO RALENE LTDA
ChIJva6rxv0aFgcRdF8pmZPJJP8,POSTO KALILANDIA LTDA
ChIJKw4Cp9YaFgcRIMWzWC_lKMc,"GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA"
ChIJASxE0nVTxwcRCwr427hbMVM,J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
ChIJBflLsPFDPgcRNSkuRJzM0z8,SOUZA ROSA COMBUSTIVEIS LTDA
ChIJ-XkyVn4vWpMRwxmpHZ7IlO4,AUTO POSTO AEROPORTO LTDA
INVALID,BECAR PETROLEO LTDA
ChIJo4KXYMr3twARNUKHfDe3HXQ,POSTO DE COMBUSTIVEIS OTAVIO EIRELI
ChIJHXhrpTIeuAARWKuyjskvPWI,GEGEL AUTO POSTO LTDA
ChIJxZwREiU1uQARpQXLrW7lt24,POSTO ECLIPSE REVENDA E SERVICOS LTDA
ChIJDV3KnQ0cuAAR9eUxwGTL_Ss,TASCO COMERCIO E REPRESENTACOES LTDA
ChIJ0w5veLSpiZQRik24UkUP-W0,AUTO POSTO PIT-STOP LTDA.
ChIJhZpbG9S2nZMR-NSKMn1dPww,MONTE LIBANO AUTO POSTO LTDA
ChIJB0PY37chrQcRQsrs44IrSow,BRAZIL COMBUSTIVEIS LTDA
ChIJoerBkocJqgARYpERWFjvJTw,POSTO DIEL LTDA
INVALID,POSTO CENTRO DOS CHOFERES LTDA
ChIJw8M6WcwaXpMRkWf_tuiqep4,POSTO ESTRELA DALVA LTDA
ChIJW6j9Xqnwy5QR9SVaFHDZL8c,POSTO GERALDO CYPRIANO DE MORAES LTDA
INVALID,PILOTO COMERCIO DE COMBUSTIVEIS LTDA
ChIJA-tX3M7wXpMRDvHdr4UggDk,RIO NEGRO COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJn3BBgKAHpAARRWTMUC2i2y8,POSTO TOPAZIO IMPERIAL LTDA
ChIJtZexqKbzoAAR-3Ft1TyoeHY,AUTO POSTO AMARAL LTDA
INVALID,POSTO PLANALTO LIMITADA
ChIJG6SKGaEKzJQRB-qu8pehfKU,POSTO SERRAS DE MINAS LTDA
ChIJK2aKst3_rwAR-tOJge5A5dw,AP MAGALHAES & CIA LTDA
ChIJrZPjCVvYmwARkCdZmBr_v-Y,AUTO POSTO PISTAO LTDA
ChIJ63TlZauMGpURhP5Fo97v3nA,MARTIN B JANOVIK & FILHO LTDA
ChIJsbXceitiHJUR9zq5kYeF6vY,POSTO DE COMBUSTIVEL FRANDOLOSO LTDA
ChIJrzZmArHVmwARn333wLjty74,POSTO PALACIO GUANABARA LTDA
ChIJPW6l3PSamQARj74fuUvKSJ4,APULIA POSTO DE GASOLINA LTDA
 ChIJh7fqi6KDmQARuiNOQO7x9Es,MARCLAU COMERCIO DE COMBUSTIVEIS LTDA
ChIJ_cdpmw9pGZURxTtClZQ6NDE,POSTO MONTREAL LTDA.
ChIJkfCD6LEtGZURd-cVPuTj24Y,CLICA COMBUSTIVEIS LTDA
ChIJ9_e_IRhzGJURqEKfV0Ttd7Y,ABASTECEDORA DE COMBUSTIVEIS RCR LTDA
ChIJW5eYzAxlmQARFgB0lPpOjSQ,POSTO MERITI LTDA
ChIJ87zlFVfhmwARVDvb_YTWFz0,SHEKINAH DE CAMPO GRANDE LIMITADA
ChIJ5QELoor_sgcRCZrHETNiJpU,LUIZ FLOR & FILHOS LTDA
ChIJTymP3g0zuwcRY9WmHSGKLPo,POSTO SEGUNDO MELO LTDA
ChIJA39mGPUiGZURlSCGi1BzU6s,COMERCIAL DE COMB. XV DE NOVEMBRO LTDA
ChIJB_WiaDwAswcRfy1tyYG4X0k,L A F COMERCIO DE COMBUSTIVEIS LTDA
ChIJbSBv0iFFGZUR5KEXi4Q2WDQ,POSTO BOM JARDIM COMERCIO DE COMBUSTIVEIS LTDA
ChIJ7-LVmlnn3JQRpCUbnTBDEuY,AUTO POSTO TUCUMANTEL CACHOEIRA LTDA
 ChIJNVRUj6nL75QR2r7pvLUapks,POSTO RINALDI - LTDA
ChIJUVMtYZnv3JQRV9cGemUUjYc,COMERCIO DE COMBUSTIVEIS PINHAIS LTDA
ChIJhVWv1cRd75QRcrNl0U3V5Ms,ALDECO COMERCIO DE DERIVADOS DE PETROLEO LTDA.
ChIJJ5JeB6ly8JQRvvHf3YMIzjM,AUTO POSTO CIDADE NORTE LTDA.
ChIJ-7oOUZ_88JQRt4K9hdG7KFM,TITON COMERCIO DE COMBUSTIVEIS LTDA
INVALID,DEHAINI & CIA LTDA
ChIJk2B3AnWs9pQRmaLLHDNYX80,TONIN E FERNANDES COMBUSTIVEIS LTDA.
ChIJ73GX4mt-mQARWN78YJkgx3c,RIO MARACANA POSTO DE GASOLINA LTDA
ChIJ-fiXBFV8mQARDnJdY_SM51g,POSTO E GARAGEM DOM HELDER CAMARA LTDA
ChIJ061Q7eqU55QR1Z0qqnBigaU,DUDZIAK FILHOS E CIA LTDA
ChIJCTDkJpYn85QRRwFgwHocIDg,AUTO POSTO CAVALO BRANCO LTDA.
